CO_IES|NO_IES|CO_CATEGORIA_ADMINISTRATIVA|DS_CATEGORIA_ADMINISTRATIVA|CO_ORGANIZACAO_ACADEMICA|DS_ORGANIZACAO_ACADEMICA|CO_CURSO|NO_CURSO|CO_OCDE|NO_OCDE|CO_OCDE_AREA_GERAL|NO_AREA_GERAL|CO_OCDE_AREA_ESPECIFICA|NO_AREA_ESPECIFICA|CO_OCDE_AREA_DETALHADA|NO_AREA_DETALHADA|CO_GRAU_ACADEMICO|CO_MODALIDADE_ENSINO|CO_NIVEL_ACADEMICO|IN_GRATUITO|TP_ATRIBUTO_INGRESSO|CO_LOCAL_OFERTA_IES|CO_MUNICIPIO_CURSO|NO_MUNICIPIO_CURSO|CO_UF_CURSO|SGL_UF_CURSO|NO_REGIAO_CURSO|NU_CARGA_HORARIA|DT_INICIO_FUNCIONAMENTO|DT_AUTORIZACAO_CURSO|IN_AJUDA_DEFICIENTE|IN_MATERIAL_DIGITAL|IN_MATERIAL_IMPRESSO|IN_MATERIAL_AUDIO|IN_MATERIAL_BRAILLE|IN_DISCIPLINA_LIBRAS|IN_GUIA_INTERPRETE|IN_MATERIAL_LIBRAS|IN_SINTESE_VOZ|IN_TRADUTOR_LIBRAS|IN_INTEGRAL_CURSO|IN_MATUTINO_CURSO|IN_NOTURNO_CURSO|IN_VESPERTINO_CURSO|NU_PERC_CARGA_HOR_DISTANCIA|NU_INTEGRALIZACAO_MATUTINO|NU_INTEGRALIZACAO_VESPERTINO|NU_INTEGRALIZACAO_NOTURNO|NU_INTEGRALIZACAO_INTEGRAL|IN_OFERECE_DISC_DISTANCIA|IN_UTILIZA_LABORATORIO|QT_INSCRITOS_ANO_EAD|QT_VAGAS_ANUAL_EAD|QT_VAGAS_INTEGRAL_PRES|QT_VAGAS_MATUTINO_PRES|QT_VAGAS_NOTURNO_PRES|QT_VAGAS_VESPERTINO_PRES|QT_INSCRITOS_MATUTINO_PRES|QT_INSCRITOS_VESPERTINO_PRES|QT_INSCRITOS_NOTURNO_PRES|QT_INSCRITOS_INTEGRAL_PRES|QT_MATRICULA_CURSO|QT_CONCLUINTE_CURSO|QT_INGRESSO_CURSO|QT_INGRESSO_PROCESSO_SELETIVO|QT_INGRESSO_OUTRA_FORMA
29|UNIVERSIDADE ESTADUAL DO CEARÁ|2|Pública Estadual|1|Universidade|58524|FÍSICA|145F09|Formação de professor de física|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|1|1|1|0|200|2307601|LIMOEIRO DO NORTE|23|CE|Nordeste|3026|19AUG2002:00:00:00||0||||||||||0|1|1|0||8||8||0|0||||25|0||80||0||72|15|3|3|0
1556|FACULDADE SETE DE SETEMBRO|4|Privada com fins lucrativos|3|Faculdade|67946|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA|321C02|Comunicação social (redação e conteúdo)|3|Ciências sociais, negócios e direito|32|Jornalismo e informação|321|Jornalismo e reportagem|1|1|1|0|0|658576|2304400|FORTALEZA|23|CE|Nordeste|2900|02FEB2004:00:00:00||1|1|1|1|0|1|0|1|0|1|0|1|1|0||8||8||0|1||||100|100||87||48||368|11|85|44|41
1556|FACULDADE SETE DE SETEMBRO|4|Privada com fins lucrativos|3|Faculdade|1053293|LOGÍSTICA|345G13|Gestão logística|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|3|1|1|0|0|658576|2304400|FORTALEZA|23|CE|Nordeste|1600|01FEB2010:00:00:00||1|1|1|1|0|1|0|1|0|1|0|1|1|0||4||4||0|1||||100|100||0||31||25|0|28|25|3
583|UNIVERSIDADE FEDERAL DO CEARÁ|1|Pública Federal|1|Universidade|1122966|FISIOTERAPIA|726F01|Fisioterapia|7|Saúde e bem estar social|72|Saúde|726|Terapia e reabilitação|1|1|1|0|0|199|2304400|FORTALEZA|23|CE|Nordeste|4496|02FEB2010:00:00:00||0||||||||||1|0|0|0|||||8|0|1|||40|||||||719|40|0|40|40|0
583|UNIVERSIDADE FEDERAL DO CEARÁ|1|Pública Federal|1|Universidade|50392|ZOOTECNIA|621Z01|Zootecnia|6|Agricultura e veterinária|62|Agricultura, florestas e recursos pesqueiros|621|Produção agrícola e pecuária|1|1|1|1|0|1033805|2304400|FORTALEZA|23|CE|Nordeste|3808|02MAR2001:00:00:00||0||||||||||1|0|0|0|||||9|0|1|||60|||||||330|245|29|67|59|8
1107|Faculdade Estácio do Ceará - Estácio FIC|4|Privada com fins lucrativos|3|Faculdade|45153|JORNALISMO|321J01|Jornalismo|3|Ciências sociais, negócios e direito|32|Jornalismo e informação|321|Jornalismo e reportagem|1|1|1|0|0|1870|2304400|FORTALEZA|23|CE|Nordeste|3082|26MAR2001:00:00:00||1|0|0|0|0|1|0|0|0|0|0|1|1|0|3|8||8||1|1||||50|100||205||170||337|59|73|41|32
583|UNIVERSIDADE FEDERAL DO CEARÁ|1|Pública Federal|1|Universidade|69190|ENGENHARIA DE TELEINFORMÁTICA|523E12|Engenharia de telecomunicações|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|1|1|1|1|0|1033805|2304400|FORTALEZA|23|CE|Nordeste|3700|01MAR2004:00:00:00||0||||||||||1|0|0|0|||||10|0|1|||60|||||||283|208|19|64|59|5
1772|FACULDADE NORDESTE|4|Privada com fins lucrativos|3|Faculdade|1058495|GASTRONOMIA|811G01|Gastronomia|8|Serviços|81|Serviços pessoais|811|Hotelaria, restaurantes  e serviços de alimentação|3|1|1|0|0|102260|2304400|FORTALEZA|23|CE|Nordeste|1636|01AUG2010:00:00:00||1|1|1|0|0|1|0|1|0|1|0|0|1|0||||4||0|1|||||100||||26||36|0|37|23|14
1772|FACULDADE NORDESTE|4|Privada com fins lucrativos|3|Faculdade|1058493|DESIGN GRÁFICO|213C06|Criação gráfica|2|Humanidades e artes|21|Artes|213|Técnicas audiovisuais e produção de mídia|3|1|1|0|0|102260|2304400|FORTALEZA|23|CE|Nordeste|1736|01AUG2010:00:00:00||1|0|0|0|0|1|0|1|0|0|0|0|1|0||||4||0|1|||||50||||14||4|0|7|6|1
583|UNIVERSIDADE FEDERAL DO CEARÁ|1|Pública Federal|1|Universidade|119256|LICENCIATURA INTERCULTURAL|144F13|Licenciatura Intercultural Indígena|1|Educação|14|Formação de professor e ciências da educação|144|Formação de professor da educação básica|2|1|1|1|0|1033805|2304400|FORTALEZA|23|CE|Nordeste|3936|16FEB2009:00:00:00||0||||||||||1|0|0|0|||||8|0|0|||80|||||||0|116|0|80|80|0
1807|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|91001|ALIMENTOS|541T01|Tecnologia de alimentos|5|Engenharia, produção e construção|54|Produção e processamento|541|Processamento de alimentos|3|1|1|1|0|1046789|2307601|LIMOEIRO DO NORTE|23|CE|Nordeste|2400|03APR2006:00:00:00||0||||||||||1|0|0|0|||||6|0|1|||45|||||||226|112|1|40|40|0
1556|FACULDADE SETE DE SETEMBRO|4|Privada com fins lucrativos|3|Faculdade|37338|ADMINISTRAÇÃO - GESTÃO DE COMÉRCIO EXTERIOR|345A01|Administração|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|1|1|0|0|658576|2304400|FORTALEZA|23|CE|Nordeste|3200|01MAR2001:00:00:00||1|1|1|1|0|1|0|1|0|1|0|1|1|0||8||8||0|1||||0|0||0||0||3|0|0|0|0
1772|FACULDADE NORDESTE|4|Privada com fins lucrativos|3|Faculdade|112438|GESTÃO DE RECURSOS HUMANOS|345G09|Gestão de pessoal / recursos humanos|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|3|1|1|0|0|1046258|2304400|FORTALEZA|23|CE|Nordeste|1636|01AUG2008:00:00:00||1|0|0|0|0|1|0|1|0|0|0|0|1|0||||4||0|1|||||100||||312||170|10|79|61|18
1807|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|5000143|CIÊNCIA DA COMPUTAÇÃO|481C01|Ciência da computação|4|Ciências, matemática e computação|48|Computação|481|Ciência da computação|1|1|1|1|0|25922|2307650|MARACANAU|23|CE|Nordeste|3280|18SEP2008:00:00:00||0||||||||||0|1|0|0||8||||0|1||||55|||314||||107|0|60|60|0
583|UNIVERSIDADE FEDERAL DO CEARÁ|1|Pública Federal|1|Universidade|150090|TEATRO|146F22|Formação de professor de teatro (artes cênicas)|1|Educação|14|Formação de professor e ciências da educação|146|Formação de professor de disciplinas profissionais|2|1|1|1|0|600047|2304400|FORTALEZA|23|CE|Nordeste|3196|18FEB2010:00:00:00||0||||||||||0|0|1|0||||8||0|1|||||40||||210||35|0|40|40|0
1107|Faculdade Estácio do Ceará - Estácio FIC|4|Privada com fins lucrativos|3|Faculdade|30967|ADMINISTRAÇÃO|345A01|Administração|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|1|1|0|0|658260|2304400|FORTALEZA|23|CE|Nordeste|3160|31JUL2000:00:00:00||0||||||||||0|1|1|0||8||8||0|1||||0|0||0||0||95|39|0|0|0
1556|FACULDADE SETE DE SETEMBRO|4|Privada com fins lucrativos|3|Faculdade|37337|ADMINISTRAÇÃO - GESTÃO DE PEQUENAS E MÉDIAS EMPRESAS|345A01|Administração|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|1|1|0|0|658576|2304400|FORTALEZA|23|CE|Nordeste|3200|01MAR2001:00:00:00||1|1|1|1|0|1|0|1|0|1|0|1|1|0||8||8||0|1||||0|0||0||0||5|0|0|0|0
2485|FACULDADE CATÓLICA DE FORTALEZA|5|Privada sem fins lucrativos|3|Faculdade|67545|FILOSOFIA|226F01|Filosofia|2|Humanidades e artes|22|Humanidades e letras|226|Filosofia e ética|1|1|1|0|0|1006422|2304400|FORTALEZA|23|CE|Nordeste|2448|09FEB2004:00:00:00||0||||||||||0|1|0|0||6||||0|0||||80|||47||||169|43|59|48|11
2098|FACULDADE KURIOS|5|Privada sem fins lucrativos|3|Faculdade|57004|TEOLOGIA|221T01|Teologia|2|Humanidades e artes|22|Humanidades e letras|221|Religião e teologia|1|1|1|0|0|658979|2307700|MARANGUAPE|23|CE|Nordeste|0|28MAR2003:00:00:00||1|0|0|0|0|1|1|0|0|1|0|1|1|0||8||8||0|0||||40|40||31||46||237|0|121|121|0
583|UNIVERSIDADE FEDERAL DO CEARÁ|1|Pública Federal|1|Universidade|1127191|REDES DE COMPUTADORES|481A01|Administração de redes|4|Ciências, matemática e computação|48|Computação|481|Ciência da computação|3|1|1|1|0|600035|2311306|QUIXADA|23|CE|Nordeste|2176|18FEB2010:00:00:00||0||||||||||0|0|1|0||||8||0|1|||||50||||304||23|0|30|30|0
583|UNIVERSIDADE FEDERAL DO CEARÁ|1|Pública Federal|1|Universidade|416834|CIÊNCIAS SOCIAIS|310C02|Ciências sociais|3|Ciências sociais, negócios e direito|31|Ciências sociais e comportamentais|310|Ciências sociais e comportamentais (cursos gerais)|1|1|1|1|0|1033805|2304400|FORTALEZA|23|CE|Nordeste|2740|16FEB2009:00:00:00||0||||||||||0|0|1|0||||10||0|0|||||50||||289||85|0|49|49|0
1772|FACULDADE NORDESTE|4|Privada com fins lucrativos|3|Faculdade|90034|RÁDIO, TV E INTERNET|321R01|Rádio e tele-jornalismo|3|Ciências sociais, negócios e direito|32|Jornalismo e informação|321|Jornalismo e reportagem|1|1|1|0|0|102260|2304400|FORTALEZA|23|CE|Nordeste|2736|02FEB2003:00:00:00||1|0|0|0|0|1|0|1|0|0|0|1|1|0||7||7||0|1||||50|50||0||29||32|5|12|11|1
1556|FACULDADE SETE DE SETEMBRO|4|Privada com fins lucrativos|3|Faculdade|37287|ADMINISTRAÇÃO|345A01|Administração|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|1|1|0|0|658576|2304400|FORTALEZA|23|CE|Nordeste|3000|01MAR2001:00:00:00||1|1|1|1|0|1|0|1|0|1|0|1|1|0||8||8||0|1||||200|400||109||154||878|64|172|94|78
2098|FACULDADE KURIOS|5|Privada sem fins lucrativos|3|Faculdade|58310|NORMAL  SUPERIOR|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|1|1|0|0|658979|2307700|MARANGUAPE|23|CE|Nordeste|0|28MAR2003:00:00:00||1|0|0|0|0|1|1|0|0|1|0|1|1|0||8||8||0|1||||80|80||0||72||825|42|242|242|0
583|UNIVERSIDADE FEDERAL DO CEARÁ|1|Pública Federal|1|Universidade|122364|ENGENHARIA DE TELEINFORMÁTICA|523E12|Engenharia de telecomunicações|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|1|1|1|1|0|1033805|2304400|FORTALEZA|23|CE|Nordeste|3600|16FEB2009:00:00:00||0||||||||||0|0|1|0||||10||0|1|||||50||||262||79|0|50|50|0
4992|FACULDADE DE TECNOLOGIA CENTEC - SERTÃO CENTRAL|5|Privada sem fins lucrativos|3|Faculdade|110520|ALIMENTOS|541T01|Tecnologia de alimentos|5|Engenharia, produção e construção|54|Produção e processamento|541|Processamento de alimentos|3|1|1|1|0|659981|2311405|QUIXERAMOBIM|23|CE|Nordeste|2460|16APR2008:00:00:00||0||||||||||0|1|0|1||6|6|||0|1||||45||45|155|65|||224|0|90|90|0
29|UNIVERSIDADE ESTADUAL DO CEARÁ|2|Pública Estadual|1|Universidade|95767|FÍSICA|145F09|Formação de professor de física|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|1|1|1|0|194|2311306|QUIXADA|23|CE|Nordeste|3124|07MAR2005:00:00:00||0||||||||||0|1|1|0||8||8||0|0||||30|0||93||0||63|5|10|10|0
1107|Faculdade Estácio do Ceará - Estácio FIC|4|Privada com fins lucrativos|3|Faculdade|52906|DIREITO|380D01|Direito|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|1|1|1|0|0|658260|2304400|FORTALEZA|23|CE|Nordeste|4116|15APR2002:00:00:00||1|0|0|0|0|1|0|0|0|0|0|1|1|0|3|10||10||1|1||||150|150||1233||1584||2166|142|600|491|109
1895|FACULDADE CHRISTUS|4|Privada com fins lucrativos|3|Faculdade|17426|ADMINISTRAÇÃO|345A01|Administração|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|1|1|0|0|3281|2304400|FORTALEZA|23|CE|Nordeste|3000|01AUG1995:00:00:00||1|0|1|0|0|1|0|0|0|0|0|1|1|0||8||8||0|1||||100|196||80||95||436|43|111|110|1
583|UNIVERSIDADE FEDERAL DO CEARÁ|1|Pública Federal|1|Universidade|1128914|LETRAS - ESPANHOL|145F14|Formação de professor de língua/literatura estrangeira moderna|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|1|1|1|0|600047|2304400|FORTALEZA|23|CE|Nordeste|3080|18FEB2010:00:00:00||0||||||||||0|0|1|0||||8||0|0|||||50||||82||39|0|47|47|0
583|UNIVERSIDADE FEDERAL DO CEARÁ|1|Pública Federal|1|Universidade|150117|ENGENHARIA DE SOFTWARE|523E04|Engenharia de computação|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|1|1|1|1|0|1050515|2311306|QUIXADA|23|CE|Nordeste|3072|24JUL2009:00:00:00||0||||||||||1|0|0|0|||||10|0|1|||50|||||||152|32|0|35|35|0
2485|FACULDADE CATÓLICA DE FORTALEZA|5|Privada sem fins lucrativos|3|Faculdade|54352|TEOLOGIA|221T01|Teologia|2|Humanidades e artes|22|Humanidades e letras|221|Religião e teologia|1|1|1|0|0|1006422|2304400|FORTALEZA|23|CE|Nordeste|2520|25FEB2002:00:00:00||0||||||||||0|0|1|0||||8||0|0|||||80||||41||218|37|30|8|22
1819|FACULDADE FARIAS BRITO|4|Privada com fins lucrativos|3|Faculdade|48324|ADMINISTRAÇÃO|345A01|Administração|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|1|1|0|0|658786|2304400|FORTALEZA|23|CE|Nordeste|3152|25MAR2002:00:00:00||1|1|1|1|0|1|0|1|1|1|0|1|1|0||8||8||0|1||||50|50||80||70||301|40|119|119|0
1658|FACULDADE INTEGRADA DA GRANDE FORTALEZA|4|Privada com fins lucrativos|3|Faculdade|88491|COMUNICAÇÃO SOCIAL|321C02|Comunicação social (redação e conteúdo)|3|Ciências sociais, negócios e direito|32|Jornalismo e informação|321|Jornalismo e reportagem|1|1|1|0|0|696081|2304400|FORTALEZA|23|CE|Nordeste|0|||1|0|0|0|0|1|0|0|0|0|0|1|1|0|20|8||8||1|1||||50|100||13||12||23|9|2|2|0
583|UNIVERSIDADE FEDERAL DO CEARÁ|1|Pública Federal|1|Universidade|313982|CIÊNCIAS SOCIAIS|310C02|Ciências sociais|3|Ciências sociais, negócios e direito|31|Ciências sociais e comportamentais|310|Ciências sociais e comportamentais (cursos gerais)|1|1|1|1|0|1033805|2304400|FORTALEZA|23|CE|Nordeste|2952|01JAN1968:00:00:00||0||||||||||1|0|0|0|||||8|0|0|||0|||||||0|174|22|3|1|2
1772|FACULDADE NORDESTE|4|Privada com fins lucrativos|3|Faculdade|106820|ENFERMAGEM|723E01|Enfermagem|7|Saúde e bem estar social|72|Saúde|723|Enfermagem e atenção primária (assistência básica)|1|1|1|0|0|102260|2304400|FORTALEZA|23|CE|Nordeste|4036|28JAN2008:00:00:00||1|0|0|0|0|1|0|1|0|0|0|1|0|1||10|10|||0|1||||150||50|370|15|||352|0|99|64|35
1107|Faculdade Estácio do Ceará - Estácio FIC|4|Privada com fins lucrativos|3|Faculdade|29639|ADMINISTRAÇÃO|345A01|Administração|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|1|1|0|0|658260|2304400|FORTALEZA|23|CE|Nordeste|3160|03AUG1998:00:00:00||0||||||||||0|1|1|0||8||8||0|1||||0|0||0||0||30|9|0|0|0
1191|INSTITUTO DE ENSINO SUPERIOR DE FORTALEZA|5|Privada sem fins lucrativos|3|Faculdade|121032|TURISMO|812T01|Turismo|8|Serviços|81|Serviços pessoais|812|Viagens, turismo e lazer|1|1|1|0|0|658310|2304400|FORTALEZA|23|CE|Nordeste|2740|19JAN2010:00:00:00||1|0|0|1|0|0|0|0|0|0|0|1|1|0||6||6||0|1||||90|90||36||26||32|0|46|46|0
29|UNIVERSIDADE ESTADUAL DO CEARÁ|2|Pública Estadual|1|Universidade|19076|CIÊNCIAS BIOLÓGICAS|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|1|1|1|0|657688|2304400|FORTALEZA|23|CE|Nordeste|3332|08NOV1997:00:00:00||1|0|0|0|0|1|0|0|0|0|0|1|1|1||8|8|8||0|1||||50|50|0|897|0|506||333|80|92|83|9
2135|FACULDADE CATÓLICA RAINHA DO SERTÃO|5|Privada sem fins lucrativos|3|Faculdade|81048|DIREITO|380D01|Direito|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|1|1|1|0|0|3317|2311306|QUIXADA|23|CE|Nordeste|4000|27JAN2005:00:00:00||1|0|0|0|0|1|0|0|0|0|0|0|1|0||||10||0|1|||||80||||326||333|44|50|42|8
1107|Faculdade Estácio do Ceará - Estácio FIC|4|Privada com fins lucrativos|3|Faculdade|18007|TURISMO|812T01|Turismo|8|Serviços|81|Serviços pessoais|812|Viagens, turismo e lazer|1|1|1|0|0|658260|2304400|FORTALEZA|23|CE|Nordeste|2828|03AUG1998:00:00:00||1|0|0|0|0|1|0|0|0|0|0|1|1|0|2|8||8||1|1||||50|100||109||278||480|50|265|133|132
1772|FACULDADE NORDESTE|4|Privada com fins lucrativos|3|Faculdade|1058491|DESIGN DE MODA|214D02|Desenho de moda|2|Humanidades e artes|21|Artes|214|Design e estilismo|3|1|1|0|0|102260|2304400|FORTALEZA|23|CE|Nordeste|1736|01AUG2010:00:00:00||1|0|0|0|0|1|0|1|0|0|0|0|1|0||||4||0|1|||||50||||17||11|0|12|5|7
2135|FACULDADE CATÓLICA RAINHA DO SERTÃO|5|Privada sem fins lucrativos|3|Faculdade|54549|TEOLOGIA|221T01|Teologia|2|Humanidades e artes|22|Humanidades e letras|221|Religião e teologia|1|1|1|0|0|658999|2311306|QUIXADA|23|CE|Nordeste|3300|25APR2002:00:00:00||0||||||||||0|1|0|0||8||||0|1||||30|||1||||28|4|3|0|3
1107|Faculdade Estácio do Ceará - Estácio FIC|4|Privada com fins lucrativos|3|Faculdade|109284|NUTRIÇÃO|726N02|Nutrição|7|Saúde e bem estar social|72|Saúde|726|Terapia e reabilitação|1|1|1|0|0|1870|2304400|FORTALEZA|23|CE|Nordeste|3818|13MAR2008:00:00:00||0||||||||||0|1|1|0||8||8||0|1||||100|100||555||360||584|0|269|200|69
2135|FACULDADE CATÓLICA RAINHA DO SERTÃO|5|Privada sem fins lucrativos|3|Faculdade|71599|FARMÁCIA|727F01|Farmácia|7|Saúde e bem estar social|72|Saúde|727|Farmácia|1|1|1|0|0|3317|2311306|QUIXADA|23|CE|Nordeste|4000|07APR2004:00:00:00||1|0|0|0|0|1|0|0|0|0|1|0|0|0|||||10|0|1|||60|||||||69|158|43|8|5|3
1556|FACULDADE SETE DE SETEMBRO|4|Privada com fins lucrativos|3|Faculdade|1076748|DESIGN GRÁFICO|213C06|Criação gráfica|2|Humanidades e artes|21|Artes|213|Técnicas audiovisuais e produção de mídia|3|1|1|0|0|658576|2304400|FORTALEZA|23|CE|Nordeste|1600|01AUG2010:00:00:00||1|1|1|1|0|1|0|1|0|1|0|1|1|0||4||4||0|1||||50|50||0||24||18|0|18|14|4
1191|INSTITUTO DE ENSINO SUPERIOR DE FORTALEZA|5|Privada sem fins lucrativos|3|Faculdade|121034|FARMÁCIA|727F01|Farmácia|7|Saúde e bem estar social|72|Saúde|727|Farmácia|1|1|1|0|0|658310|2304400|FORTALEZA|23|CE|Nordeste|4340|19JAN2010:00:00:00||1|0|0|1|0|0|0|0|0|0|0|0|1|0||||10||0|1|||||120||||56||38|0|52|52|0
583|UNIVERSIDADE FEDERAL DO CEARÁ|1|Pública Federal|1|Universidade|116834|CIÊNCIAS SOCIAIS|145F24|Formação de professor de sociologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|1|1|1|0|600047|2304400|FORTALEZA|23|CE|Nordeste|2740|16FEB2009:00:00:00||0||||||||||0|0|1|0||||10||0|0|||||0||||0||6|0|0|0|0
1772|FACULDADE NORDESTE|4|Privada com fins lucrativos|3|Faculdade|108286|GESTÃO COMERCIAL|345G16|Gestão de comercio|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|3|1|1|0|0|1046258|2304400|FORTALEZA|23|CE|Nordeste|1636|28JAN2008:00:00:00||1|0|0|0|0|1|0|1|0|0|0|0|1|0||||4||0|1|||||50||||56||56|8|24|21|3
29|UNIVERSIDADE ESTADUAL DO CEARÁ|2|Pública Estadual|1|Universidade|302197|FILOSOFIA|226F01|Filosofia|2|Humanidades e artes|22|Humanidades e letras|226|Filosofia e ética|1|1|1|1|0|205|2304400|FORTALEZA|23|CE|Nordeste|2618|22APR1947:00:00:00||0||||||||||0|1|1|0||8||8||0|0||||75|75||398||282||395|17|87|84|3
3862|FACULDADE LUCIANO FEIJÃO|5|Privada sem fins lucrativos|3|Faculdade|101106|DIREITO|380D01|Direito|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|1|1|1|0|0|659649|2312908|SOBRAL|23|CE|Nordeste|4290|02APR2007:00:00:00||0||||||||||0|0|1|1|||10|10||0|1|||||100|100||93|193||770|0|170|93|77
2111|INSTITUTO SUPERIOR DE TEOLOGIA APLICADA|5|Privada sem fins lucrativos|3|Faculdade|101248|MEDICINA VETERINÁRIA|641M01|Medicina veterinária|6|Agricultura e veterinária|64|Veterinária|641|Veterinária|1|1|1|0|0|658982|2312908|SOBRAL|23|CE|Nordeste|4500|20MAR2007:00:00:00||1|0|0|0|0|1|1|1|0|1|1|0|0|0|||||10|0|1|||50|||||||79|121|0|58|52|6
1425|FACULDADE EVOLUTIVO|4|Privada com fins lucrativos|3|Faculdade|21077|TURISMO|812T01|Turismo|8|Serviços|81|Serviços pessoais|812|Viagens, turismo e lazer|1|1|1|0|0|1001438|2304400|FORTALEZA|23|CE|Nordeste|2400|20MAR2000:00:00:00||0||||||||||0|0|1|0||||6||0|0|||||150||||100||127|9|43|42|1
1647|FACULDADE DE ENSINO E CULTURA DO CEARÁ|4|Privada com fins lucrativos|3|Faculdade|109576|ENFERMAGEM|723E01|Enfermagem|7|Saúde e bem estar social|72|Saúde|723|Enfermagem e atenção primária (assistência básica)|1|1|1|0|0|658651|2304400|FORTALEZA|23|CE|Nordeste|3200|06AUG2008:00:00:00||1|0|0|0|0|1|1|0|0|1|0|0|1|0|20|||8||1|1|||||100||||400||195|0|14|14|0
1425|FACULDADE EVOLUTIVO|4|Privada com fins lucrativos|3|Faculdade|36298|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA|321C02|Comunicação social (redação e conteúdo)|3|Ciências sociais, negócios e direito|32|Jornalismo e informação|321|Jornalismo e reportagem|1|1|1|0|0|1001438|2304400|FORTALEZA|23|CE|Nordeste|2790|27MAR2000:00:00:00||0||||||||||0|0|1|0||||8||0|1|||||100||||100||141|26|29|28|1
2111|INSTITUTO SUPERIOR DE TEOLOGIA APLICADA|5|Privada sem fins lucrativos|3|Faculdade|108690|ENFERMAGEM|723E01|Enfermagem|7|Saúde e bem estar social|72|Saúde|723|Enfermagem e atenção primária (assistência básica)|1|1|1|0|0|658982|2312908|SOBRAL|23|CE|Nordeste|4328|10MAR2008:00:00:00||1|0|0|0|0|1|1|1|0|1|0|1|0|1||10|10|||0|1||||50||50|129|104|||552|0|27|12|15
583|UNIVERSIDADE FEDERAL DO CEARÁ|1|Pública Federal|1|Universidade|99572|ENGENHARIA METALÚRGICA|521E06|Engenharia metalúrgica|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|521|Engenharia mecânica e metalurgia (trabalhos com metais)|1|1|1|1|0|1033805|2304400|FORTALEZA|23|CE|Nordeste|3600|05MAR2006:00:00:00||0||||||||||1|0|0|0|||||10|0|1|||50|||||||228|210|4|63|60|3
2111|INSTITUTO SUPERIOR DE TEOLOGIA APLICADA|5|Privada sem fins lucrativos|3|Faculdade|100658|SERVIÇO SOCIAL|762S01|Serviço social|7|Saúde e bem estar social|76|Serviço social|762|Serviço social e orientação|1|1|1|0|0|658982|2312908|SOBRAL|23|CE|Nordeste|2988|20MAR2007:00:00:00||1|0|0|0|0|1|1|1|0|1|0|1|1|0||9||9||0|0||||0|100||0||95||261|0|90|85|5
555|UNIVERSIDADE DE FORTALEZA|5|Privada sem fins lucrativos|1|Universidade|11719|ENFERMAGEM|723E01|Enfermagem|7|Saúde e bem estar social|72|Saúde|723|Enfermagem e atenção primária (assistência básica)|1|1|1|0|0|657967|2304400|FORTALEZA|23|CE|Nordeste|4212|21MAR1973:00:00:00||1|0|0|0|1|1|0|0|1|1|0|1|0|1|2|9|9|||1|1||||110||110|186|85|||1611|266|321|184|137
