NU_ANO_CENSO|CO_IES|TP_CATEGORIA_ADMINISTRATIVA|TP_ORGANIZACAO_ACADEMICA|CO_LOCAL_OFERTA|CO_UF|CO_MUNICIPIO|IN_CAPITAL|CO_CURSO|NO_CURSO|TP_SITUACAO|CO_CINE_ROTULO|TP_GRAU_ACADEMICO|TP_MODALIDADE_ENSINO|TP_NIVEL_ACADEMICO|IN_GRATUITO|TP_ATRIBUTO_INGRESSO|NU_CARGA_HORARIA|DT_INICIO_FUNCIONAMENTO|DT_AUTORIZACAO_CURSO|IN_AJUDA_DEFICIENTE|IN_MATERIAL_DIGITAL|IN_MATERIAL_AMPLIADO|IN_MATERIAL_TATIL|IN_MATERIAL_IMPRESSO|IN_MATERIAL_AUDIO|IN_MATERIAL_BRAILLE|IN_MATERIAL_LIBRAS|IN_DISCIPLINA_LIBRAS|IN_TRADUTOR_LIBRAS|IN_GUIA_INTERPRETE|IN_RECURSOS_COMUNICACAO|IN_RECURSOS_INFORMATICA|IN_INTEGRAL|IN_MATUTINO|IN_VESPERTINO|IN_NOTURNO|NU_INTEGRALIZACAO_INTEGRAL|NU_INTEGRALIZACAO_MATUTINO|NU_INTEGRALIZACAO_VESPERTINO|NU_INTEGRALIZACAO_NOTURNO|NU_INTEGRALIZACAO_EAD|IN_OFERECE_DISC_SEMI_PRES|NU_PERC_CARGA_SEMI_PRES|IN_POSSUI_LABORATORIO|QT_INSC_VAGA_NOVA_INTEGRAL|QT_INSC_VAGA_NOVA_MATUTINO|QT_INSC_VAGA_NOVA_VESPERTINO|QT_INSC_VAGA_NOVA_NOTURNO|QT_INSC_VAGA_NOVA_EAD|QT_INSC_VAGA_REMAN_INTEGRAL|QT_INSC_VAGA_REMAN_MATUTINO|QT_INSC_VAGA_REMAN_VESPERTINO|QT_INSC_VAGA_REMAN_NOTURNO|QT_INSC_VAGA_REMAN_EAD|QT_INSC_PROG_ESP_INTEGRAL|QT_INSC_PROG_ESP_MATUTINO|QT_INSC_PROG_ESP_VESPERTINO|QT_INSC_PROG_ESP_NOTURNO|QT_INSC_PROG_ESP_EAD|QT_INSC_PRINCIPAL_INTEGRAL|QT_INSC_PRINCIPAL_MATUTINO|QT_INSC_PRINCIPAL_VESPERTINO|QT_INSC_PRINCIPAL_NOTURNO|QT_INSC_PRINCIPAL_EAD|QT_INSC_OUTRA_VAGA_INTEGRAL|QT_INSC_OUTRA_VAGA_MATUTINO|QT_INSC_OUTRA_VAGA_VESPERTINO|QT_INSC_OUTRA_VAGA_NOTURNO|QT_INSC_OUTRA_VAGA_EAD|QT_INSC_ANUAL_INTEGRAL|QT_INSC_ANUAL_MATUTINO|QT_INSC_ANUAL_VESPERTINO|QT_INSC_ANUAL_NOTURNO|QT_INSC_ANUAL_EAD|QT_VAGAS_NOVAS_INTEGRAL|QT_VAGAS_NOVAS_MATUTINO|QT_VAGAS_NOVAS_VESPERTINO|QT_VAGAS_NOVAS_NOTURNO|QT_VAGAS_NOVAS_EAD|QT_VAGAS_REMAN_INTEGRAL|QT_VAGAS_REMAN_MATUTINO|QT_VAGAS_REMAN_VESPERTINO|QT_VAGAS_REMAN_NOTURNO|QT_VAGAS_REMAN_EAD|QT_VAGAS_PROG_ESP_INTEGRAL|QT_VAGAS_PROG_ESP_MATUTINO|QT_VAGAS_PROG_ESP_VESPERTINO|QT_VAGAS_PROG_ESP_NOTURNO|QT_VAGAS_PROG_ESP_EAD|QT_VAGAS_PRINCIPAL_INTEGRAL|QT_VAGAS_PRINCIPAL_MATUTINO|QT_VAGAS_PRINCIPAL_VESPERTINO|QT_VAGAS_PRINCIPAL_NOTURNO|QT_VAGAS_PRINCIPAL_EAD|QT_VAGAS_OUTRAS_INTEGRAL|QT_VAGAS_OUTRAS_MATUTINO|QT_VAGAS_OUTRAS_VESPERTINO|QT_VAGAS_OUTRAS_NOTURNO|QT_VAGAS_OUTRAS_EAD|QT_VAGAS_ANUAL_INTEGRAL|QT_VAGAS_ANUAL_MATUTINO|QT_VAGAS_ANUAL_VESPERTINO|QT_VAGAS_ANUAL_NOTURNO|QT_VAGAS_ANUAL_EAD|QT_MATRICULA_TOTAL|QT_CONCLUINTE_TOTAL|QT_INGRESSO_TOTAL|QT_INGRESSO_VAGA_NOVA|QT_INGRESSO_PROCESSO_SELETIVO|QT_VAGA_TOTAL|QT_INSCRITO_TOTAL
2019|1|1|1|105345|51|5107909|0|100763|MEDICINA VETERINÁRIA|1|0841M01|1|1|1|1|0|4830|07AUG2006:00:00:00||1|1|0|0|0|0|0|0|1|1|1|0|0|1|0|0|0|5.0|||||0||1|1778|||||0|||||0||||||||||||||||||||80|||||0|||||0||||||||||||||||||||452|73|71|71||80|1778
2019|1|1|1|105345|51|5107909|0|100768|ENGENHARIA FLORESTAL|1|0821E01|1|1|1|1|0|4140|07AUG2006:00:00:00||0|||||||||||||1|0|0|0|4.5|||||0||1|600|||||1|||||0||||||||||||||||||||100|||||52|||||0||||||||||||||||||||182|14|46|45||152|601
2019|1|1|1|105345|51|5107909|0|100770|ENFERMAGEM|1|0913E01|1|1|1|1|0|4000|07AUG2006:00:00:00||1|0|0|0|0|0|0|0|1|1|1|0|0|1|0|0|0|4.5|||||0||1|620|||||14|||||0||||||||||||||||||||40|||||15|||||0||||||||||||||||||||135|15|35|30||55|634
2019|1|1|1|105345|51|5107909|0|100772|ZOOTECNIA|1|0811Z01|1|1|1|1|0|3885|07AUG2006:00:00:00||1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|5.0|||||0||1|743|||||8|||||0||||||||||||||||||||100|||||16|||||0||||||||||||||||||||311|25|81|77||116|751
2019|1|1|1|105345|51|5107909|0|100775|CIÊNCIAS NATURAIS E MATEMÁTICA - MATEMÁTICA|1|0114M01|2|1|1|1|0|3208|16JAN2006:00:00:00||1|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|1||||4.0||0||1||||193|||||5|||||0||||||||||||||||||||57|||||15|||||0|||||||||||||||||48|5|28|23||72|198
2019|1|1|1|105345|51|5107909|0|100776|CIÊNCIAS NATURAIS E MATEMÁTICA - QUÍMICA|1|0114Q01|2|1|1|1|0|3208|16JAN2006:00:00:00||1|0|0|0|0|0|0|0|1|1|0|1|0|0|0|0|1||||4.0||0||1||||169|||||7|||||0||||||||||||||||||||57|||||15|||||0|||||||||||||||||59|3|29|23||72|176
2019|1|1|1|105345|51|5107909|0|100777|CIÊNCIAS NATURAIS E MATEMÁTICA - FÍSICA|1|0114F02|2|1|1|1|0|3224|16JAN2006:00:00:00||1|0|1|0|0|0|0|0|1|1|1|1|0|0|0|0|1||||4.0||0||1||||180|||||2|||||0||||||||||||||||||||57|||||15|||||0|||||||||||||||||39|10|17|15||72|182
2019|1|1|1|105345|51|5107909|0|100778|AGRONOMIA|1|0811A04|1|1|1|1|0|4235|07AUG2006:00:00:00||1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|4.5|||||0||1|918|||||0|||||0||||||||||||||||||||100|||||0|||||0||||||||||||||||||||453|52|90|90||100|918
2019|1|1|1|1005348|51|5107602|0|100800|ENGENHARIA AGRÍCOLA E AMBIENTAL|1|0811E01|1|1|1|1|0|4064|07AUG2006:00:00:00||1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|5.0|||||0||1|475|||||0|||||0||||||||||||||||||||86|||||0|||||0||||||||||||||||||||332|32|68|68||86|475
2019|1|1|1|1005348|51|5107602|0|100802|ENGENHARIA MECÂNICA|1|0715E02|1|1|1|1|0|4020|07AUG2006:00:00:00||1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|5.0|||||0||1|537|||||0|||||0||||||||||||||||||||86|||||0|||||0||||||||||||||||||||388|33|66|66||86|537
2019|1|1|1|1005348|51|5107602|0|100804|ENFERMAGEM|1|0913E01|1|1|1|1|0|4530|22JUL2003:00:00:00||1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|4.5|||||0||1|480|||||0|||||0||||||||||||||||||||30|||||0|||||0||||||||||||||||||||130|18|27|27||30|480
2019|1|1|1|1005347|51|5106653|0|100920|ENGENHARIA DE ALIMENTOS|1|0721E01|1|1|1|1|0|4132|07AUG2006:00:00:00||1|0|0|0|0|0|0|0|1|1|1|0|0|1|0|0|0|4.5|||||0||1|214|||||5|||||0||||||||||||||||||||45|||||10|||||0||||||||||||||||||||89|7|26|25||55|219
2019|1|1|1|1005347|51|5106653|0|100928|ENFERMAGEM|1|0913E01|1|1|1|1|0|4000|07AUG2006:00:00:00||0|||||||||||||1|0|0|0|4.0|||||0||1|395|||||0|||||0||||||||||||||||||||30|||||0|||||0||||||||||||||||||||105|15|27|27||30|395
2019|1|1|1|1005348|51|5107602|0|101054|LETRAS - LÍNGUA E LITERATURAS DE LÍNGUA INGLESA|1|0115L04|2|1|1|1|0|2930|07APR2006:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|0||4.0||||0||1||151|||||13|||||0||||||||||||||||||||33|||||10|||||0|||||||||||||||||||81|19|27|19||43|164
2019|1|1|1|1005347|51|5106653|0|101184|FÍSICA|1|0114F02|2|1|1|1|0|3328|01JAN2006:00:00:00||1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1||||4.0||0||1||||156|||||1|||||0||||||||||||||||||||45|||||25|||||0|||||||||||||||||50|8|26|25||70|157
2019|1|1|1|||||105652|PEDAGOGIA|1|0113P01|2|2|1|1|0|3260|11NOV2005:00:00:00||1|0|0|0|0|0|0|1|1|0|0|0|0|||||||||4.0|||1|||||0|||||0|||||0||||||||||||||||||||0|||||0|||||0||||||||||||||||180|0|0|0||0|0
2019|1|1|1|1005347|51|5106653|0|106050|QUÍMICA|1|0114Q01|2|1|1|1|0|3176|10MAR2008:00:00:00||1|1|0|0|0|0|0|0|1|1|1|0|0|0|0|0|1||||4.0||0||1||||161|||||5|||||0||||||||||||||||||||45|||||20|||||0|||||||||||||||||79|8|37|34||65|166
2019|1|1|1|1005347|51|5106653|0|106052|EDUCAÇÃO FÍSICA|1|0114E03|2|1|1|1|0|3224|10MAR2008:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|0||4.0||||0||1||424|||||0|||||0||||||||||||||||||||50|||||0|||||0|||||||||||||||||||163|27|43|43||50|424
2019|1|1|1|105340|51|5103403|1|112770|ENGENHARIA SANITARIA E AMBIENTAL|1|0712E02|1|1|1|1|0|3700|30DEC1977:00:00:00||0|||||||||||||1|0|0|0|5.0|||||0||1|421|||||0|||||0||||||||||||||||||||66|||||0|||||0||||||||||||||||||||290|31|64|64||66|421
2019|1|1|1|146660|51|5101803|0|112846|CIÊNCIA DA COMPUTAÇÃO|1|0614C01|1|1|1|1|0|3200|10MAR2008:00:00:00||0|||||||||||||1|0|0|0|4.0|||||0||1|202|||||1|||||0||||||||||||||||||||45|||||12|||||0||||||||||||||||||||105|6|36|36||57|203
2019|1|1|1|||||114386|CIÊNCIAS NATURAIS E MATEMÁTICA|1|0114C02|2|2|1|1|0|2800|05NOV2007:00:00:00||1|1|0|0|1|0|0|1|1|0|0|0|0|||||||||4.0|||1|||||0|||||0|||||0||||||||||||||||||||0|||||0|||||0||||||||||||||||206|0|0|0||0|0
2019|1|1|1|105340|51|5103403|1|116550|CIÊNCIA E TECNOLOGIA DE ALIMENTOS|1|0721A01|1|1|1|1|0|2944|02MAR2009:00:00:00||0|||||||||||||0|0|0|1||||4.0||0||1||||626|||||55|||||0||||||||||||||||||||60|||||29|||||0|||||||||||||||||154|12|79|50||89|681
2019|1|1|1|105340|51|5103403|1|116560|GEOGRAFIA|1|0312G01|1|1|1|1|0|3170|11OCT1968:00:00:00||1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0||4.0||||0||1||391|||||6|||||0||||||||||||||||||||50|||||2|||||0|||||||||||||||||||129|11|47|45||52|397
2019|1|1|1|146660|51|5101803|0|116648|BIOMEDICINA|1|0914B01|1|1|1|1|0|4064|02MAR2009:00:00:00||1|0|0|0|0|0|0|0|1|1|1|0|0|1|0|0|0|4.0|||||0||1|765|||||0|||||0||||||||||||||||||||45|||||0|||||0||||||||||||||||||||144|24|35|35||45|765
2019|1|1|1|146660|51|5101803|0|116662|AGRONOMIA|1|0811A04|1|1|1|1|0|3780|02MAR2009:00:00:00||0|||||||||||||1|0|0|0|5.0|||||0||1|468|||||19|||||0||||||||||||||||||||45|||||10|||||0||||||||||||||||||||180|37|52|43||55|487
2019|1|1|1|146660|51|5101803|0|116690|GEOGRAFIA|1|0114G01|2|1|1|1|0|3224|02MAR2009:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|1||||4.0||0||1||||310|||||2|||||0||||||||||||||||||||49|||||4|||||0|||||||||||||||||129|9|43|41||53|312
2019|1|1|1|146660|51|5101803|0|116708|JORNALISMO|1|0321J01|1|1|1|1|0|3056|02MAR2009:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|1||||4.0||0||1||||333|||||2|||||0||||||||||||||||||||49|||||8|||||0|||||||||||||||||130|14|35|33||57|335
2019|1|1|1|105345|51|5107909|0|116720|FARMÁCIA|1|0916F01|1|1|1|1|0|4320|02MAR2009:00:00:00||1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|5.0|||||0||1|897|||||19|||||0||||||||||||||||||||80|||||38|||||0||||||||||||||||||||256|19|56|45||118|916
2019|1|1|1|105345|51|5107909|0|116736|ENGENHARIA AGRÍCOLA E AMBIENTAL|1|0811E01|1|1|1|1|0|4305|02MAR2009:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0|0|5.0|||||0||1|484|||||4|||||0||||||||||||||||||||80|||||40|||||0||||||||||||||||||||239|30|51|49||120|488
2019|1|1|1|105340|51|5103403|1|117004|PSICOLOGIA|1|0313P01|1|1|1|1|0|4125|02MAR2009:00:00:00||1|0|1|0|1|0|0|0|1|0|0|0|0|1|0|0|0|5.0|||||0||1|1832|||||0|||||0||||||||||||||||||||86|||||0|||||0||||||||||||||||||||404|54|86|86||86|1832
2019|1|1|1|105340|51|5103403|1|118002|SISTEMAS DE INFORMAÇÃO|1|0615S02|1|1|1|1|0|3120|02MAR2009:00:00:00||0|||||||||||||0|0|0|1||||4.0||1|17.30|1||||640|||||0|||||0||||||||||||||||||||52|||||0|||||0|||||||||||||||||163|19|52|51||52|640
2019|1|1|1|105340|51|5103403|1|123007|ESTATÍSTICA|1|0542E01|1|1|1|1|0|3078|04MAR2010:00:00:00||1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1||||4.5||0||1||||323|||||9|||||0||||||||||||||||||||60|||||11|||||0|||||||||||||||||155|6|65|57||71|332
2019|1|1|1|105340|51|5103403|1|123011|SAÚDE COLETIVA|1|0918S01|1|1|1|1|0|3000|04MAR2010:00:00:00||1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1||||4.0||0||1||||1106|||||57|||||0||||||||||||||||||||80|||||18|||||0|||||||||||||||||214|25|93|77||98|1163
2019|1|1|1|105340|51|5103403|1|123013|FÍSICA|1|0533F01|1|1|1|1|0|2910|04MAR2010:00:00:00||0|||||||||||||1|0|0|0|4.0|||||0||1|304|||||10|||||0||||||||||||||||||||80|||||35|||||0||||||||||||||||||||151|8|74|68||115|314
2019|1|1|1|1005348|51|5107602|0|123052|CIÊNCIAS ECONÔMICAS|1|0311E01|1|1|1|1|0|3000|04MAR2010:00:00:00||1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1||||4.0||0||1||||483|||||0|||||0||||||||||||||||||||86|||||0|||||0|||||||||||||||||242|25|77|77||86|483
2019|1|1|1|146660|51|5101803|0|123055|ENGENHARIA CIVIL|1|0732E01|1|1|1|1|0|3800|04MAR2010:00:00:00||1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|4.0|||||0||1|478|||||0|||||0||||||||||||||||||||65|||||0|||||0||||||||||||||||||||265|55|58|58||65|478
2019|1|1|1|146660|51|5101803|0|123427|DIREITO|1|0421D01|1|1|1|1|0|3828|04MAR2010:00:00:00||1|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|0|5.0|||||0||1|1014|||||0|||||0||||||||||||||||||||65|||||0|||||0||||||||||||||||||||289|55|65|65||65|1014
2019|1|1|1|105340|51|5103403|1|123620|ZOOTECNIA|1|0811Z01|1|1|1|1|0|3960|04MAR2010:00:00:00||1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|4.5|||||0||1|831|||||5|||||0||||||||||||||||||||90|||||5|||||0||||||||||||||||||||345|40|91|88||95|836
2019|1|1|1|105340|51|5103403|1|1103426|GEOGRAFIA|1|0114G01|2|1|1|1|0|3330|11OCT1968:00:00:00||1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1||||4.0||0||1||||547|||||0|||||0||||||||||||||||||||53|||||0|||||0|||||||||||||||||146|27|53|53||53|547
2019|1|1|1|105340|51|5103403|1|1103701|CIÊNCIAS SOCIAIS|1|0114C03|2|1|1|1|0|3000|04MAR2010:00:00:00||1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1||||4.5||0||1||||226|||||0|||||0||||||||||||||||||||30|||||0|||||0|||||||||||||||||88|11|26|26||30|226
2019|1|1|1|105340|51|5103403|1|1103708|FILOSOFIA|1|0114F01|2|1|1|1|0|3360|20JAN2000:00:00:00||0|||||||||||||1|0|1|0|4.0||4.0|||0||1|271||0|||0||0|||0||0||||||||||||||||||43||0|||0||0|||0||0||||||||||||||||||120|9|37|37||43|271
2019|1|1|1|105340|51|5103403|1|1103709|FILOSOFIA|1|0223F01|1|1|1|1|0|2556|04MAR2010:00:00:00||0|||||||||||||0|0|0|1||||4.0||0||1||||228|||||22|||||0||||||||||||||||||||28|||||8|||||0|||||||||||||||||63|7|33|25||36|250
2019|1|1|1|105340|51|5103403|1|1103710|HISTÓRIA|1|0114H01|2|1|1|1|0|3368|04MAR2010:00:00:00||0|||||||||||||1|1|0|1|2.0|4.0||4.0||0||1|0|327||465||0|9||9||0|0||0|||||||||||||||||0|50||50||0|5||10||0|0||0|||||||||||||||||289|36|108|94||115|810
2019|1|1|1|105340|51|5103403|1|1103711|QUÍMICA|1|0114Q01|2|1|1|1|0|3620|01JAN1992:00:00:00||0|||||||||||||1|0|0|0|4.0|||||0||1|441|||||10|||||0||||||||||||||||||||70|||||50|||||0||||||||||||||||||||181|12|76|67||120|451
2019|1|1|1|105340|51|5103403|1|1103712|QUÍMICA|1|0531Q01|1|1|1|1|0|3665|01JAN1992:00:00:00||0|||||||||||||1|0|0|0|4.0|||||0||1|269|||||9|||||0||||||||||||||||||||66|||||59|||||0||||||||||||||||||||186|15|66|62||125|278
2019|1|1|1|105340|51|5103403|1|1103742|CIÊNCIAS SOCIAIS|1|0312C02|1|1|1|1|0|2400|04MAR2010:00:00:00||0|||||||||||||0|0|0|1||||4.0||0||1||||252|||||5|||||0||||||||||||||||||||30|||||2|||||0|||||||||||||||||70|4|32|30||32|257
2019|1|1|1|||||1113617|ADMINISTRAÇÃO PÚBLICA|1|0413A02|1|2|1|1|0|3000|30NOV2009:00:00:00||1|1|1|0|1|1|0|0|0|0|0|0|0|||||||||4.0|||1|||||49|||||0|||||0||||||||||||||||||||49|||||0|||||0||||||||||||||||208|0|50|49||49|49
2019|1|1|1|1005348|51|5107602|0|1127343|ADMINISTRAÇÃO|1|0413A01|1|1|1|1|0|3160|07MAR2011:00:00:00||1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1||4.0||4.0||0||1||454||719|||20||0|||0||0||||||||||||||||||55||53|||22||0|||0||0|||||||||||||||||345|36|103|87||130|1193
2019|1|1|1|1005348|51|5107602|0|1128077|SISTEMAS DE INFORMAÇÃO|1|0615S02|1|1|1|1|0|3008|07MAR2011:00:00:00||0|||||||||||||0|0|0|1||||4.0||0||1||||502|||||0|||||0||||||||||||||||||||80|||||0|||||0|||||||||||||||||244|14|70|70||80|502
2019|1|1|1|105340|51|5103403|1|1168551|EDUCAÇÃO FÍSICA|1|0915E01|1|1|1|1|0|3224|26NOV2012:00:00:00||0|||||||||||||0|1|0|0||4.0||||0||1||1034|||||0|||||0||||||||||||||||||||56|||||0|||||0|||||||||||||||||||203|24|55|55||56|1034
2019|1|1|1|1005348|51|5107602|0|1188880|CIÊNCIAS BIOLÓGICAS|1|0511B01|1|1|1|1|0|3618|18SEP2012:00:00:00||0|||||||||||||1|0|0|0|4.0|||||0||1|224|||||13|||||0||||||||||||||||||||38|||||10|||||0||||||||||||||||||||109|14|38|29||48|237
2019|1|1|1|105340|51|5103403|1|1202779|MÚSICA - CANTO|1|0215M01|1|1|1|1|0|2600|23JAN2013:00:00:00||0|||||||||||||0|0|1|0|||4.0|||0||1|||76|||||0|||||0||||||||||||||||||||4|||||0|||||0||||||||||||||||||10|2|1|1||4|76
2019|1|1|1|105340|51|5103403|1|1202829|MÚSICA - CLARINETE|1|0215M01|1|1|1|1|0|2600|23JAN2013:00:00:00||0|||||||||||||0|0|1|0|||4.0|||0||1|||16|||||0|||||0||||||||||||||||||||4|||||2|||||0||||||||||||||||||3|0|0|0||6|16
2019|1|1|1|105340|51|5103403|1|1202855|MÚSICA - COMPOSIÇÃO|1|0215M01|1|1|1|1|0|2824|24JAN2013:00:00:00||0|||||||||||||0|0|1|0|||5.0|||0||1|||33|||||0|||||0||||||||||||||||||||4|||||0|||||0||||||||||||||||||11|0|1|1||4|33
2019|1|1|1|||||1202871|LETRAS - PORTUGUÊS E INGLÊS|1|0115L15|2|2|1|1|0|3976|01SEP2013:00:00:00||1|1|0|0|1|1|0|0|1|0|0|0|0|||||||||4.0|||1|||||0|||||0|||||0||||||||||||||||||||0|||||0|||||0||||||||||||||||0|0|0|0||0|0
2019|1|1|1|105340|51|5103403|1|1203359|MÚSICA - VIOLINO|1|0215M01|1|1|1|1|0|2600|05FEB2013:00:00:00||0|||||||||||||0|0|1|0|||4.0|||0||1|||30|||||0|||||0||||||||||||||||||||4|||||0|||||0||||||||||||||||||6|0|0|0||4|30
2019|1|1|1|105340|51|5103403|1|1203399|MÚSICA - VIOLÃO|1|0215M01|1|1|1|1|0|2600|06FEB2013:00:00:00||0|||||||||||||0|0|1|0|||4.0|||0||1|||43|||||0|||||0||||||||||||||||||||4|||||0|||||0||||||||||||||||||6|0|0|0||4|43
2019|1|1|1|105340|51|5103403|1|1204146|MÚSICA - REGÊNCIA|1|0215M01|1|1|1|1|0|2824|13FEB2013:00:00:00||0|||||||||||||0|0|1|0|||5.0|||0||1|||31|||||0|||||0||||||||||||||||||||4|||||0|||||0||||||||||||||||||8|1|0|0||4|31
2019|1|1|1|105340|51|5103403|1|1205603|LETRAS - LIBRAS|1|0115L07|2|1|1|1|0|3280|14APR2014:00:00:00||1|0|0|0|0|0|0|0|1|1|0|1|0|0|0|1|0|||4.0|||0||1|||422|||||0|||||0||||||||||||||||||||40|||||0|||||0||||||||||||||||||100|4|37|37||40|422
2019|1|1|1|1005348|51|5107602|0|1261971|MEDICINA|1|0912M01|1|1|1|1|0|7552|04APR2014:00:00:00||0|||||||||||||1|0|0|0|6.0|||||0||1|1971|||||0|||||0||||||||||||||||||||40|||||0|||||0||||||||||||||||||||190|26|41|40||40|1971
2019|1|1|1|105345|51|5107909|0|1261972|MEDICINA|1|0912M01|1|1|1|1|0|7480|14APR2014:00:00:00||1|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|0|6.0|||||0||1|3481|||||0|||||0||||||||||||||||||||60|||||0|||||0||||||||||||||||||||301|43|54|54||60|3481
2019|1|1|1|1060930|51|5108402|0|1270010|ENGENHARIA QUÍMICA|1|0711E05|1|1|1|1|0|3712|29NOV2013:00:00:00||1|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|5.0|||||0||1|247|||||22|||||0||||||||||||||||||||63|||||23|||||0||||||||||||||||||||224|6|69|54||86|269
2019|1|1|1|1060930|51|5108402|0|1270017|ENGENHARIA DE TRANSPORTES|1|0732E03|1|1|1|1|0|3616|25FEB2013:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0|0|4.0|||||0||1|352|||||9|||||0||||||||||||||||||||63|||||10|||||0||||||||||||||||||||168|12|66|61||73|361
2019|1|1|1|1060930|51|5108402|0|1270037|ENGENHARIA DE MINAS|1|0724E01|1|1|1|1|0|3728|29NOV2013:00:00:00||0|||||||||||||1|0|0|0|5.0|||||0||1|295|||||0|||||0||||||||||||||||||||63|||||0|||||0||||||||||||||||||||133|3|51|51||63|295
2019|1|1|1|1060930|51|5108402|0|1270057|ENGENHARIA DE CONTROLE E AUTOMAÇÃO|1|0714E05|1|1|1|1|0|3600|29NOV2013:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0|0|5.0|||||0||1|280|||||0|||||0||||||||||||||||||||63|||||0|||||0||||||||||||||||||||196|7|56|56||63|280
2019|1|1|1|1060930|51|5108402|0|1270062|ENGENHARIA DE COMPUTAÇÃO|1|0714E04|1|1|1|1|0|3600|29NOV2013:00:00:00||0|||||||||||||1|0|0|0|5.0|||||0||1|326|||||0|||||0||||||||||||||||||||63|||||0|||||0||||||||||||||||||||200|4|56|56||63|326
2019|1|1|1|105340|51|5103403|1|1285517|CIÊNCIAS BIOLÓGICAS|1|0511B01|1|1|1|1|0|3538|09MAR2015:00:00:00||0|||||||||||||1|0|0|0|4.0|||||1|20.00|1|322|||||28|||||0||||||||||||||||||||40|||||13|||||0||||||||||||||||||||155|11|50|40||53|350
2019|1|1|1|||||1357965|MATEMÁTICA|1|0114M01|2|2|1|1|0|3200|30MAY2017:00:00:00||1|1|1|0|1|0|0|0|1|0|0|0|0|||||||||4.0|||1|||||0|||||0|||||0||||||||||||||||||||0|||||0|||||0||||||||||||||||101|0|0|0||0|0
2019|1|1|1|105340|51|5103403|1|1420159|CINEMA E AUDIOVISUAL|1|0211C01|1|1|1|1|0|2832|22MAR2018:00:00:00||0|||||||||||||0|1|0|0||4.0||||0||1||377|||||0|||||0||||||||||||||||||||30|||||0|||||0|||||||||||||||||||49|0|30|30||30|377
2019|1|1|1|||||1425400|TECNOLOGIA EDUCACIONAL|1|0114C05|2|2|1|1|0|3320|06AUG2018:00:00:00||1|0|1|0|0|0|1|0|1|0|0|0|1|||||||||4.0|||0|||||0|||||0|||||0||||||||||||||||||||0|||||0|||||0||||||||||||||||109|0|0|0||0|0
2019|2|1|1|4229|53|5300108|1|116|GEOLOGIA|1|0532G02|1|1|1|1|0|3960|01MAR1962:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|4.0|||||0||1|179|||||32|||||5||||||||||||||||||||64|||||12|||||2||||||||||||||||||||271|29|65|55||78|216
2019|2|1|1|4229|53|5300108|1|119|ESTATÍSTICA|1|0542E01|1|1|1|1|0|3000|01MAR1974:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|3.5|||||0||1|260|||||27|||||0||||||||||||||||||||80|||||16|||||0||||||||||||||||||||296|23|88|80||96|287
2019|2|1|1|4229|53|5300108|1|122|CIÊNCIAS ECONÔMICAS|1|0311E01|1|1|1|1|0|3000|01MAR1962:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|3.0|||||0||1|533|||||78|||||0||||||||||||||||||||100|||||30|||||0||||||||||||||||||||470|84|139|98||130|611
2019|2|1|1|4229|53|5300108|1|126|SERVIÇO SOCIAL|1|0923S01|1|1|1|1|0|3000|01AUG1972:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|3.5|||||0||1|478|||||2|||||0||||||||||||||||||||80|||||2|||||0||||||||||||||||||||326|51|78|76||82|480
